Adjetives_Verbs,Nouns_Dependent,Adjetive_Type
verantwort*,Steuer*,Positive
verbesser*,Steuer*,Positive
versprechen*,Steuer*,Positive
vielverprechend,Steuer*,Positive
wachsen*,Steuer*,Positive
wirksam,Steuer*,Positive
zugutekommen*,Steuer*,Positive
*schützen*,Transmission*,Positive
*steigern*,Transmission*,Positive
ansteig*,Transmission*,Positive
attratktiv,Transmission*,Positive
ausgewogen*,Transmission*,Positive
aussichtsvoll,Transmission*,Positive
besser*,Transmission*,Positive
beständig*,Transmission*,Positive
effizient*,Transmission*,Positive
entlasten*,Transmission*,Positive
erfolgreich*,Transmission*,Positive
erhöhen*,Transmission*,Positive
erweitern*,Transmission*,Positive
fest*,Transmission*,Positive
gelungen,Transmission*,Positive
großzügig*,Transmission*,Positive
hoch*,Transmission*,Positive
hohe*,Transmission*,Positive
positiv*,Transmission*,Positive
retten*,Transmission*,Positive
rettung*,Transmission*,Positive
robust,Transmission*,Positive
solide*,Transmission*,Positive
stabil*,Transmission*,Positive
stark*,Transmission*,Positive
steigen*,Transmission*,Positive
stetig,Transmission*,Positive
tragfähig*,Transmission*,Positive
unbegrenzt*,Transmission*,Positive
unterstütz*,Transmission*,Positive
verantwort*,Transmission*,Positive
verbesser*,Transmission*,Positive
versprechen*,Transmission*,Positive
vielverprechend,Transmission*,Positive
wachsen*,Transmission*,Positive
wirksam,Transmission*,Positive
zugutekommen*,Transmission*,Positive
*schützen*,Umverteil*,Positive
*steigern*,Umverteil*,Positive
ansteig*,Umverteil*,Positive
attratktiv,Umverteil*,Positive
ausgewogen*,Umverteil*,Positive
aussichtsvoll,Umverteil*,Positive
besser*,Umverteil*,Positive
beständig*,Umverteil*,Positive
effizient*,Umverteil*,Positive
entlasten*,Umverteil*,Positive
erfolgreich*,Umverteil*,Positive
erhöhen*,Umverteil*,Positive
erweitern*,Umverteil*,Positive
fest*,Umverteil*,Positive
gelungen,Umverteil*,Positive
großzügig*,Umverteil*,Positive
hoch*,Umverteil*,Positive
hohe*,Umverteil*,Positive
positiv*,Umverteil*,Positive
retten*,Umverteil*,Positive
rettung*,Umverteil*,Positive
robust,Umverteil*,Positive
solide*,Umverteil*,Positive
stabil*,Umverteil*,Positive
stark*,Umverteil*,Positive
steigen*,Umverteil*,Positive
stetig,Umverteil*,Positive
tragfähig*,Umverteil*,Positive
unbegrenzt*,Umverteil*,Positive
unterstütz*,Umverteil*,Positive
verantwort*,Umverteil*,Positive
verbesser*,Umverteil*,Positive
versprechen*,Umverteil*,Positive
vielverprechend,Umverteil*,Positive
wachsen*,Umverteil*,Positive
wirksam,Umverteil*,Positive
zugutekommen*,Umverteil*,Positive
*fallen*,*paket*,Negative
*langsam*,*paket*,Negative
*scheiter*,*paket*,Negative
*schrumpf*,*paket*,Negative
*schwach*,*paket*,Negative
destabilisier*,*paket*,Negative
disziplinier*,*paket*,Negative
dringend*,*paket*,Negative
einschränk*,*paket*,Negative
eng*,*paket*,Negative
falsch*,*paket*,Negative
gering*,*paket*,Negative
ineffizient*,*paket*,Negative
instabil*,*paket*,Negative
klein*,*paket*,Negative
konsolidier*,*paket*,Negative
korrupt*,*paket*,Negative
kraftlos*,*paket*,Negative
mühsam*,*paket*,Negative
negativ*,*paket*,Negative
problem*,*paket*,Negative
schlecht*,*paket*,Negative
schwer*,*paket*,Negative
schwierig*,*paket*,Negative
sinkend*,*paket*,Negative
starr*,*paket*,Negative
strukturell*,*paket*,Negative
unausgewogen*,*paket*,Negative
unfreiwillig*,*paket*,Negative
unruhig*,*paket*,Negative
unsicher*,*paket*,Negative
untragfähig*,*paket*,Negative
unverantwortlich*,*paket*,Negative
unzureichend*,*paket*,Negative
verminder*,*paket*,Negative
verschlechter*,*paket*,Negative
zahlungsfähig*,*paket*,Negative
*fallen*,Anleihe*,Negative
*langsam*,Anleihe*,Negative
*scheiter*,Anleihe*,Negative
*schrumpf*,Anleihe*,Negative
*schwach*,Anleihe*,Negative
destabilisier*,Anleihe*,Negative
disziplinier*,Anleihe*,Negative
dringend*,Anleihe*,Negative
einschränk*,Anleihe*,Negative
eng*,Anleihe*,Negative
falsch*,Anleihe*,Negative
gering*,Anleihe*,Negative
ineffizient*,Anleihe*,Negative
instabil*,Anleihe*,Negative
klein*,Anleihe*,Negative
konsolidier*,Anleihe*,Negative
korrupt*,Anleihe*,Negative
kraftlos*,Anleihe*,Negative
mühsam*,Anleihe*,Negative
negativ*,Anleihe*,Negative
problem*,Anleihe*,Negative
schlecht*,Anleihe*,Negative
schwer*,Anleihe*,Negative
schwierig*,Anleihe*,Negative
sinkend*,Anleihe*,Negative
starr*,Anleihe*,Negative
strukturell*,Anleihe*,Negative
unausgewogen*,Anleihe*,Negative
unfreiwillig*,Anleihe*,Negative
unruhig*,Anleihe*,Negative
unsicher*,Anleihe*,Negative
untragfähig*,Anleihe*,Negative
unverantwortlich*,Anleihe*,Negative
unzureichend*,Anleihe*,Negative
verminder*,Anleihe*,Negative
verschlechter*,Anleihe*,Negative
zahlungsfähig*,Anleihe*,Negative
*fallen*,Arbeitsmarkt*,Negative
*langsam*,Arbeitsmarkt*,Negative
*scheiter*,Arbeitsmarkt*,Negative
*schrumpf*,Arbeitsmarkt*,Negative
*schwach*,Arbeitsmarkt*,Negative
destabilisier*,Arbeitsmarkt*,Negative
disziplinier*,Arbeitsmarkt*,Negative
dringend*,Arbeitsmarkt*,Negative
einschränk*,Arbeitsmarkt*,Negative
eng*,Arbeitsmarkt*,Negative
falsch*,Arbeitsmarkt*,Negative
gering*,Arbeitsmarkt*,Negative
ineffizient*,Arbeitsmarkt*,Negative
instabil*,Arbeitsmarkt*,Negative
klein*,Arbeitsmarkt*,Negative
konsolidier*,Arbeitsmarkt*,Negative
korrupt*,Arbeitsmarkt*,Negative
kraftlos*,Arbeitsmarkt*,Negative
mühsam*,Arbeitsmarkt*,Negative
negativ*,Arbeitsmarkt*,Negative
problem*,Arbeitsmarkt*,Negative
schlecht*,Arbeitsmarkt*,Negative
schwer*,Arbeitsmarkt*,Negative
schwierig*,Arbeitsmarkt*,Negative
sinkend*,Arbeitsmarkt*,Negative
starr*,Arbeitsmarkt*,Negative
strukturell*,Arbeitsmarkt*,Negative
unausgewogen*,Arbeitsmarkt*,Negative
unfreiwillig*,Arbeitsmarkt*,Negative
unruhig*,Arbeitsmarkt*,Negative
unsicher*,Arbeitsmarkt*,Negative
untragfähig*,Arbeitsmarkt*,Negative
unverantwortlich*,Arbeitsmarkt*,Negative
unzureichend*,Arbeitsmarkt*,Negative
verminder*,Arbeitsmarkt*,Negative
verschlechter*,Arbeitsmarkt*,Negative
zahlungsfähig*,Arbeitsmarkt*,Negative
*fallen*,Auslandsnachfrage,Negative
*langsam*,Auslandsnachfrage,Negative
*scheiter*,Auslandsnachfrage,Negative
*schrumpf*,Auslandsnachfrage,Negative
*schwach*,Auslandsnachfrage,Negative
destabilisier*,Auslandsnachfrage,Negative
disziplinier*,Auslandsnachfrage,Negative
dringend*,Auslandsnachfrage,Negative
einschränk*,Auslandsnachfrage,Negative
eng*,Auslandsnachfrage,Negative
falsch*,Auslandsnachfrage,Negative
gering*,Auslandsnachfrage,Negative
ineffizient*,Auslandsnachfrage,Negative
instabil*,Auslandsnachfrage,Negative
klein*,Auslandsnachfrage,Negative
konsolidier*,Auslandsnachfrage,Negative
korrupt*,Auslandsnachfrage,Negative
kraftlos*,Auslandsnachfrage,Negative
mühsam*,Auslandsnachfrage,Negative
negativ*,Auslandsnachfrage,Negative
problem*,Auslandsnachfrage,Negative
schlecht*,Auslandsnachfrage,Negative
schwer*,Auslandsnachfrage,Negative
schwierig*,Auslandsnachfrage,Negative
sinkend*,Auslandsnachfrage,Negative
starr*,Auslandsnachfrage,Negative
strukturell*,Auslandsnachfrage,Negative
unausgewogen*,Auslandsnachfrage,Negative
unfreiwillig*,Auslandsnachfrage,Negative
unruhig*,Auslandsnachfrage,Negative
unsicher*,Auslandsnachfrage,Negative
untragfähig*,Auslandsnachfrage,Negative
unverantwortlich*,Auslandsnachfrage,Negative
unzureichend*,Auslandsnachfrage,Negative
verminder*,Auslandsnachfrage,Negative
verschlechter*,Auslandsnachfrage,Negative
zahlungsfähig*,Auslandsnachfrage,Negative
*fallen*,Bailout ,Negative
*langsam*,Bailout ,Negative
*scheiter*,Bailout ,Negative
*schrumpf*,Bailout ,Negative
*schwach*,Bailout ,Negative
destabilisier*,Bailout ,Negative
disziplinier*,Bailout ,Negative
dringend*,Bailout ,Negative
einschränk*,Bailout ,Negative
eng*,Bailout ,Negative
falsch*,Bailout ,Negative
gering*,Bailout ,Negative
ineffizient*,Bailout ,Negative
instabil*,Bailout ,Negative
klein*,Bailout ,Negative
konsolidier*,Bailout ,Negative
korrupt*,Bailout ,Negative
kraftlos*,Bailout ,Negative
mühsam*,Bailout ,Negative
negativ*,Bailout ,Negative
problem*,Bailout ,Negative
schlecht*,Bailout ,Negative
schwer*,Bailout ,Negative
schwierig*,Bailout ,Negative
sinkend*,Bailout ,Negative
starr*,Bailout ,Negative
strukturell*,Bailout ,Negative
unausgewogen*,Bailout ,Negative
unfreiwillig*,Bailout ,Negative
unruhig*,Bailout ,Negative
unsicher*,Bailout ,Negative
untragfähig*,Bailout ,Negative
unverantwortlich*,Bailout ,Negative
unzureichend*,Bailout ,Negative
verminder*,Bailout ,Negative
verschlechter*,Bailout ,Negative
zahlungsfähig*,Bailout ,Negative
*fallen*,Export*,Negative
*langsam*,Export*,Negative
*scheiter*,Export*,Negative
*schrumpf*,Export*,Negative
*schwach*,Export*,Negative
destabilisier*,Export*,Negative
disziplinier*,Export*,Negative
dringend*,Export*,Negative
einschränk*,Export*,Negative
eng*,Export*,Negative
falsch*,Export*,Negative
gering*,Export*,Negative
ineffizient*,Export*,Negative
instabil*,Export*,Negative
klein*,Export*,Negative
konsolidier*,Export*,Negative
korrupt*,Export*,Negative
kraftlos*,Export*,Negative
mühsam*,Export*,Negative
negativ*,Export*,Negative
problem*,Export*,Negative
schlecht*,Export*,Negative
schwer*,Export*,Negative
schwierig*,Export*,Negative
sinkend*,Export*,Negative
starr*,Export*,Negative
strukturell*,Export*,Negative
unausgewogen*,Export*,Negative
unfreiwillig*,Export*,Negative
unruhig*,Export*,Negative
unsicher*,Export*,Negative
untragfähig*,Export*,Negative
unverantwortlich*,Export*,Negative
unzureichend*,Export*,Negative
verminder*,Export*,Negative
verschlechter*,Export*,Negative
zahlungsfähig*,Export*,Negative
*fallen*,fundamental*,Negative
*langsam*,fundamental*,Negative
*scheiter*,fundamental*,Negative
*schrumpf*,fundamental*,Negative
*schwach*,fundamental*,Negative
destabilisier*,fundamental*,Negative
disziplinier*,fundamental*,Negative
dringend*,fundamental*,Negative
einschränk*,fundamental*,Negative
eng*,fundamental*,Negative
falsch*,fundamental*,Negative
gering*,fundamental*,Negative
ineffizient*,fundamental*,Negative
instabil*,fundamental*,Negative
klein*,fundamental*,Negative
konsolidier*,fundamental*,Negative
korrupt*,fundamental*,Negative
kraftlos*,fundamental*,Negative
mühsam*,fundamental*,Negative
negativ*,fundamental*,Negative
problem*,fundamental*,Negative
schlecht*,fundamental*,Negative
schwer*,fundamental*,Negative
schwierig*,fundamental*,Negative
sinkend*,fundamental*,Negative
starr*,fundamental*,Negative
strukturell*,fundamental*,Negative
unausgewogen*,fundamental*,Negative
unfreiwillig*,fundamental*,Negative
unruhig*,fundamental*,Negative
unsicher*,fundamental*,Negative
untragfähig*,fundamental*,Negative
unverantwortlich*,fundamental*,Negative
unzureichend*,fundamental*,Negative
verminder*,fundamental*,Negative
verschlechter*,fundamental*,Negative
zahlungsfähig*,fundamental*,Negative
*fallen*,Import*,Negative
*langsam*,Import*,Negative
*scheiter*,Import*,Negative
*schrumpf*,Import*,Negative
*schwach*,Import*,Negative
destabilisier*,Import*,Negative
disziplinier*,Import*,Negative
dringend*,Import*,Negative
einschränk*,Import*,Negative
eng*,Import*,Negative
falsch*,Import*,Negative
gering*,Import*,Negative
ineffizient*,Import*,Negative
instabil*,Import*,Negative
klein*,Import*,Negative
konsolidier*,Import*,Negative
korrupt*,Import*,Negative
kraftlos*,Import*,Negative
mühsam*,Import*,Negative
negativ*,Import*,Negative
problem*,Import*,Negative
schlecht*,Import*,Negative
schwer*,Import*,Negative
schwierig*,Import*,Negative
sinkend*,Import*,Negative
starr*,Import*,Negative
strukturell*,Import*,Negative
unausgewogen*,Import*,Negative
unfreiwillig*,Import*,Negative
unruhig*,Import*,Negative
unsicher*,Import*,Negative
untragfähig*,Import*,Negative
unverantwortlich*,Import*,Negative
unzureichend*,Import*,Negative
verminder*,Import*,Negative
verschlechter*,Import*,Negative
zahlungsfähig*,Import*,Negative
*fallen*,Inlandsnachfrage,Negative
*langsam*,Inlandsnachfrage,Negative
*scheiter*,Inlandsnachfrage,Negative
*schrumpf*,Inlandsnachfrage,Negative
*schwach*,Inlandsnachfrage,Negative
destabilisier*,Inlandsnachfrage,Negative
disziplinier*,Inlandsnachfrage,Negative
dringend*,Inlandsnachfrage,Negative
einschränk*,Inlandsnachfrage,Negative
eng*,Inlandsnachfrage,Negative
falsch*,Inlandsnachfrage,Negative
gering*,Inlandsnachfrage,Negative
ineffizient*,Inlandsnachfrage,Negative
instabil*,Inlandsnachfrage,Negative
klein*,Inlandsnachfrage,Negative
konsolidier*,Inlandsnachfrage,Negative
korrupt*,Inlandsnachfrage,Negative
kraftlos*,Inlandsnachfrage,Negative
mühsam*,Inlandsnachfrage,Negative
negativ*,Inlandsnachfrage,Negative
problem*,Inlandsnachfrage,Negative
schlecht*,Inlandsnachfrage,Negative
schwer*,Inlandsnachfrage,Negative
schwierig*,Inlandsnachfrage,Negative
sinkend*,Inlandsnachfrage,Negative
starr*,Inlandsnachfrage,Negative
strukturell*,Inlandsnachfrage,Negative
unausgewogen*,Inlandsnachfrage,Negative
unfreiwillig*,Inlandsnachfrage,Negative
unruhig*,Inlandsnachfrage,Negative
unsicher*,Inlandsnachfrage,Negative
untragfähig*,Inlandsnachfrage,Negative
unverantwortlich*,Inlandsnachfrage,Negative
unzureichend*,Inlandsnachfrage,Negative
verminder*,Inlandsnachfrage,Negative
verschlechter*,Inlandsnachfrage,Negative
zahlungsfähig*,Inlandsnachfrage,Negative
*fallen*,Integration*,Negative
*langsam*,Integration*,Negative
*scheiter*,Integration*,Negative
*schrumpf*,Integration*,Negative
*schwach*,Integration*,Negative
destabilisier*,Integration*,Negative
disziplinier*,Integration*,Negative
dringend*,Integration*,Negative
einschränk*,Integration*,Negative
eng*,Integration*,Negative
falsch*,Integration*,Negative
gering*,Integration*,Negative
ineffizient*,Integration*,Negative
instabil*,Integration*,Negative
klein*,Integration*,Negative
konsolidier*,Integration*,Negative
korrupt*,Integration*,Negative
kraftlos*,Integration*,Negative
mühsam*,Integration*,Negative
negativ*,Integration*,Negative
problem*,Integration*,Negative
schlecht*,Integration*,Negative
schwer*,Integration*,Negative
schwierig*,Integration*,Negative
sinkend*,Integration*,Negative
starr*,Integration*,Negative
strukturell*,Integration*,Negative
unausgewogen*,Integration*,Negative
unfreiwillig*,Integration*,Negative
unruhig*,Integration*,Negative
unsicher*,Integration*,Negative
untragfähig*,Integration*,Negative
unverantwortlich*,Integration*,Negative
unzureichend*,Integration*,Negative
verminder*,Integration*,Negative
verschlechter*,Integration*,Negative
zahlungsfähig*,Integration*,Negative
*fallen*,klein* und mittel*,Negative
*langsam*,klein* und mittel*,Negative
*scheiter*,klein* und mittel*,Negative
*schrumpf*,klein* und mittel*,Negative
*schwach*,klein* und mittel*,Negative
destabilisier*,klein* und mittel*,Negative
disziplinier*,klein* und mittel*,Negative
dringend*,klein* und mittel*,Negative
einschränk*,klein* und mittel*,Negative
eng*,klein* und mittel*,Negative
falsch*,klein* und mittel*,Negative
gering*,klein* und mittel*,Negative
ineffizient*,klein* und mittel*,Negative
instabil*,klein* und mittel*,Negative
klein*,klein* und mittel*,Negative
konsolidier*,klein* und mittel*,Negative
korrupt*,klein* und mittel*,Negative
kraftlos*,klein* und mittel*,Negative
mühsam*,klein* und mittel*,Negative
negativ*,klein* und mittel*,Negative
problem*,klein* und mittel*,Negative
schlecht*,klein* und mittel*,Negative
schwer*,klein* und mittel*,Negative
schwierig*,klein* und mittel*,Negative
sinkend*,klein* und mittel*,Negative
starr*,klein* und mittel*,Negative
strukturell*,klein* und mittel*,Negative
unausgewogen*,klein* und mittel*,Negative
unfreiwillig*,klein* und mittel*,Negative
unruhig*,klein* und mittel*,Negative
unsicher*,klein* und mittel*,Negative
untragfähig*,klein* und mittel*,Negative
unverantwortlich*,klein* und mittel*,Negative
unzureichend*,klein* und mittel*,Negative
verminder*,klein* und mittel*,Negative
verschlechter*,klein* und mittel*,Negative
zahlungsfähig*,klein* und mittel*,Negative
*fallen*,KMU*,Negative
*langsam*,KMU*,Negative
*scheiter*,KMU*,Negative
*schrumpf*,KMU*,Negative
*schwach*,KMU*,Negative
destabilisier*,KMU*,Negative
disziplinier*,KMU*,Negative
dringend*,KMU*,Negative
einschränk*,KMU*,Negative
eng*,KMU*,Negative
falsch*,KMU*,Negative
gering*,KMU*,Negative
ineffizient*,KMU*,Negative
instabil*,KMU*,Negative
klein*,KMU*,Negative
konsolidier*,KMU*,Negative
korrupt*,KMU*,Negative
kraftlos*,KMU*,Negative
mühsam*,KMU*,Negative
negativ*,KMU*,Negative
problem*,KMU*,Negative
schlecht*,KMU*,Negative
schwer*,KMU*,Negative
schwierig*,KMU*,Negative
sinkend*,KMU*,Negative
starr*,KMU*,Negative
strukturell*,KMU*,Negative
unausgewogen*,KMU*,Negative
unfreiwillig*,KMU*,Negative
unruhig*,KMU*,Negative
unsicher*,KMU*,Negative
untragfähig*,KMU*,Negative
unverantwortlich*,KMU*,Negative
unzureichend*,KMU*,Negative
verminder*,KMU*,Negative
verschlechter*,KMU*,Negative
zahlungsfähig*,KMU*,Negative
*fallen*,Lohn*,Negative
*langsam*,Lohn*,Negative
*scheiter*,Lohn*,Negative
*schrumpf*,Lohn*,Negative
*schwach*,Lohn*,Negative
destabilisier*,Lohn*,Negative
disziplinier*,Lohn*,Negative
dringend*,Lohn*,Negative
einschränk*,Lohn*,Negative
eng*,Lohn*,Negative
falsch*,Lohn*,Negative
gering*,Lohn*,Negative
ineffizient*,Lohn*,Negative
instabil*,Lohn*,Negative
klein*,Lohn*,Negative
konsolidier*,Lohn*,Negative
korrupt*,Lohn*,Negative
kraftlos*,Lohn*,Negative
mühsam*,Lohn*,Negative
negativ*,Lohn*,Negative
problem*,Lohn*,Negative
schlecht*,Lohn*,Negative
schwer*,Lohn*,Negative
schwierig*,Lohn*,Negative
sinkend*,Lohn*,Negative
starr*,Lohn*,Negative
strukturell*,Lohn*,Negative
unausgewogen*,Lohn*,Negative
unfreiwillig*,Lohn*,Negative
unruhig*,Lohn*,Negative
unsicher*,Lohn*,Negative
untragfähig*,Lohn*,Negative
unverantwortlich*,Lohn*,Negative
unzureichend*,Lohn*,Negative
verminder*,Lohn*,Negative
verschlechter*,Lohn*,Negative
zahlungsfähig*,Lohn*,Negative
*fallen*,Öffentliche* Sektor* ,Negative
*langsam*,Öffentliche* Sektor* ,Negative
*scheiter*,Öffentliche* Sektor* ,Negative
*schrumpf*,Öffentliche* Sektor* ,Negative
*schwach*,Öffentliche* Sektor* ,Negative
destabilisier*,Öffentliche* Sektor* ,Negative
disziplinier*,Öffentliche* Sektor* ,Negative
dringend*,Öffentliche* Sektor* ,Negative
einschränk*,Öffentliche* Sektor* ,Negative
eng*,Öffentliche* Sektor* ,Negative
falsch*,Öffentliche* Sektor* ,Negative
gering*,Öffentliche* Sektor* ,Negative
ineffizient*,Öffentliche* Sektor* ,Negative
instabil*,Öffentliche* Sektor* ,Negative
klein*,Öffentliche* Sektor* ,Negative
konsolidier*,Öffentliche* Sektor* ,Negative
korrupt*,Öffentliche* Sektor* ,Negative
kraftlos*,Öffentliche* Sektor* ,Negative
mühsam*,Öffentliche* Sektor* ,Negative
negativ*,Öffentliche* Sektor* ,Negative
problem*,Öffentliche* Sektor* ,Negative
schlecht*,Öffentliche* Sektor* ,Negative
schwer*,Öffentliche* Sektor* ,Negative
schwierig*,Öffentliche* Sektor* ,Negative
sinkend*,Öffentliche* Sektor* ,Negative
starr*,Öffentliche* Sektor* ,Negative
strukturell*,Öffentliche* Sektor* ,Negative
unausgewogen*,Öffentliche* Sektor* ,Negative
unfreiwillig*,Öffentliche* Sektor* ,Negative
unruhig*,Öffentliche* Sektor* ,Negative
unsicher*,Öffentliche* Sektor* ,Negative
untragfähig*,Öffentliche* Sektor* ,Negative
unverantwortlich*,Öffentliche* Sektor* ,Negative
unzureichend*,Öffentliche* Sektor* ,Negative
verminder*,Öffentliche* Sektor* ,Negative
verschlechter*,Öffentliche* Sektor* ,Negative
zahlungsfähig*,Öffentliche* Sektor* ,Negative
*fallen*,politische Union,Negative
*langsam*,politische Union,Negative
*scheiter*,politische Union,Negative
*schrumpf*,politische Union,Negative
*schwach*,politische Union,Negative
destabilisier*,politische Union,Negative
disziplinier*,politische Union,Negative
dringend*,politische Union,Negative
einschränk*,politische Union,Negative
eng*,politische Union,Negative
falsch*,politische Union,Negative
gering*,politische Union,Negative
ineffizient*,politische Union,Negative
instabil*,politische Union,Negative
klein*,politische Union,Negative
konsolidier*,politische Union,Negative
korrupt*,politische Union,Negative
kraftlos*,politische Union,Negative
mühsam*,politische Union,Negative
negativ*,politische Union,Negative
problem*,politische Union,Negative
schlecht*,politische Union,Negative
schwer*,politische Union,Negative
schwierig*,politische Union,Negative
sinkend*,politische Union,Negative
starr*,politische Union,Negative
strukturell*,politische Union,Negative
unausgewogen*,politische Union,Negative
unfreiwillig*,politische Union,Negative
unruhig*,politische Union,Negative
unsicher*,politische Union,Negative
untragfähig*,politische Union,Negative
unverantwortlich*,politische Union,Negative
unzureichend*,politische Union,Negative
verminder*,politische Union,Negative
verschlechter*,politische Union,Negative
zahlungsfähig*,politische Union,Negative
*fallen*,Programm*,Negative
*langsam*,Programm*,Negative
*scheiter*,Programm*,Negative
*schrumpf*,Programm*,Negative
*schwach*,Programm*,Negative
destabilisier*,Programm*,Negative
disziplinier*,Programm*,Negative
dringend*,Programm*,Negative
einschränk*,Programm*,Negative
eng*,Programm*,Negative
falsch*,Programm*,Negative
gering*,Programm*,Negative
ineffizient*,Programm*,Negative
instabil*,Programm*,Negative
klein*,Programm*,Negative
konsolidier*,Programm*,Negative
korrupt*,Programm*,Negative
kraftlos*,Programm*,Negative
mühsam*,Programm*,Negative
negativ*,Programm*,Negative
problem*,Programm*,Negative
schlecht*,Programm*,Negative
schwer*,Programm*,Negative
schwierig*,Programm*,Negative
sinkend*,Programm*,Negative
starr*,Programm*,Negative
strukturell*,Programm*,Negative
unausgewogen*,Programm*,Negative
unfreiwillig*,Programm*,Negative
unruhig*,Programm*,Negative
unsicher*,Programm*,Negative
untragfähig*,Programm*,Negative
unverantwortlich*,Programm*,Negative
unzureichend*,Programm*,Negative
verminder*,Programm*,Negative
verschlechter*,Programm*,Negative
zahlungsfähig*,Programm*,Negative
*fallen*,Reform*,Negative
*langsam*,Reform*,Negative
*scheiter*,Reform*,Negative
*schrumpf*,Reform*,Negative
*schwach*,Reform*,Negative
destabilisier*,Reform*,Negative
disziplinier*,Reform*,Negative
dringend*,Reform*,Negative
einschränk*,Reform*,Negative
eng*,Reform*,Negative
falsch*,Reform*,Negative
gering*,Reform*,Negative
ineffizient*,Reform*,Negative
instabil*,Reform*,Negative
klein*,Reform*,Negative
konsolidier*,Reform*,Negative
korrupt*,Reform*,Negative
kraftlos*,Reform*,Negative
mühsam*,Reform*,Negative
negativ*,Reform*,Negative
problem*,Reform*,Negative
schlecht*,Reform*,Negative
schwer*,Reform*,Negative
schwierig*,Reform*,Negative
sinkend*,Reform*,Negative
starr*,Reform*,Negative
strukturell*,Reform*,Negative
unausgewogen*,Reform*,Negative
unfreiwillig*,Reform*,Negative
unruhig*,Reform*,Negative
unsicher*,Reform*,Negative
untragfähig*,Reform*,Negative
unverantwortlich*,Reform*,Negative
unzureichend*,Reform*,Negative
verminder*,Reform*,Negative
verschlechter*,Reform*,Negative
zahlungsfähig*,Reform*,Negative
*fallen*,Sozialleistung*,Negative
*langsam*,Sozialleistung*,Negative
*scheiter*,Sozialleistung*,Negative
*schrumpf*,Sozialleistung*,Negative
*schwach*,Sozialleistung*,Negative
destabilisier*,Sozialleistung*,Negative
disziplinier*,Sozialleistung*,Negative
dringend*,Sozialleistung*,Negative
einschränk*,Sozialleistung*,Negative
eng*,Sozialleistung*,Negative
falsch*,Sozialleistung*,Negative
gering*,Sozialleistung*,Negative
ineffizient*,Sozialleistung*,Negative
instabil*,Sozialleistung*,Negative
klein*,Sozialleistung*,Negative
konsolidier*,Sozialleistung*,Negative
korrupt*,Sozialleistung*,Negative
kraftlos*,Sozialleistung*,Negative
mühsam*,Sozialleistung*,Negative
negativ*,Sozialleistung*,Negative
problem*,Sozialleistung*,Negative
schlecht*,Sozialleistung*,Negative
schwer*,Sozialleistung*,Negative
schwierig*,Sozialleistung*,Negative
sinkend*,Sozialleistung*,Negative
starr*,Sozialleistung*,Negative
strukturell*,Sozialleistung*,Negative
unausgewogen*,Sozialleistung*,Negative
unfreiwillig*,Sozialleistung*,Negative
unruhig*,Sozialleistung*,Negative
unsicher*,Sozialleistung*,Negative
untragfähig*,Sozialleistung*,Negative
unverantwortlich*,Sozialleistung*,Negative
unzureichend*,Sozialleistung*,Negative
verminder*,Sozialleistung*,Negative
verschlechter*,Sozialleistung*,Negative
zahlungsfähig*,Sozialleistung*,Negative
*fallen*,Staatsanleihe*,Negative
*langsam*,Staatsanleihe*,Negative
*scheiter*,Staatsanleihe*,Negative
*schrumpf*,Staatsanleihe*,Negative
*schwach*,Staatsanleihe*,Negative
destabilisier*,Staatsanleihe*,Negative
disziplinier*,Staatsanleihe*,Negative
dringend*,Staatsanleihe*,Negative
einschränk*,Staatsanleihe*,Negative
eng*,Staatsanleihe*,Negative
falsch*,Staatsanleihe*,Negative
gering*,Staatsanleihe*,Negative
ineffizient*,Staatsanleihe*,Negative
instabil*,Staatsanleihe*,Negative
klein*,Staatsanleihe*,Negative
konsolidier*,Staatsanleihe*,Negative
korrupt*,Staatsanleihe*,Negative
kraftlos*,Staatsanleihe*,Negative
mühsam*,Staatsanleihe*,Negative
negativ*,Staatsanleihe*,Negative
problem*,Staatsanleihe*,Negative
schlecht*,Staatsanleihe*,Negative
schwer*,Staatsanleihe*,Negative
schwierig*,Staatsanleihe*,Negative
sinkend*,Staatsanleihe*,Negative
starr*,Staatsanleihe*,Negative
strukturell*,Staatsanleihe*,Negative
unausgewogen*,Staatsanleihe*,Negative
unfreiwillig*,Staatsanleihe*,Negative
unruhig*,Staatsanleihe*,Negative
unsicher*,Staatsanleihe*,Negative
untragfähig*,Staatsanleihe*,Negative
unverantwortlich*,Staatsanleihe*,Negative
unzureichend*,Staatsanleihe*,Negative
verminder*,Staatsanleihe*,Negative
verschlechter*,Staatsanleihe*,Negative
zahlungsfähig*,Staatsanleihe*,Negative
*fallen*,Staatsbilanz*,Negative
*langsam*,Staatsbilanz*,Negative
*scheiter*,Staatsbilanz*,Negative
*schrumpf*,Staatsbilanz*,Negative
*schwach*,Staatsbilanz*,Negative
destabilisier*,Staatsbilanz*,Negative
disziplinier*,Staatsbilanz*,Negative
dringend*,Staatsbilanz*,Negative
einschränk*,Staatsbilanz*,Negative
eng*,Staatsbilanz*,Negative
falsch*,Staatsbilanz*,Negative
gering*,Staatsbilanz*,Negative
ineffizient*,Staatsbilanz*,Negative
instabil*,Staatsbilanz*,Negative
klein*,Staatsbilanz*,Negative
konsolidier*,Staatsbilanz*,Negative
korrupt*,Staatsbilanz*,Negative
