Adjetives_Verbs,Nouns_Dependent,Adjetive_Type
cautio*,principal payment,Negative
collaps*,principal payment,Negative
concern*,principal payment,Negative
dampen*,principal payment,Negative
decelerat*,principal payment,Negative
declin*,principal payment,Negative
decreas*,principal payment,Negative
delay*,principal payment,Negative
depress*,principal payment,Negative
destabili*,principal payment,Negative
deteriorat*,principal payment,Negative
devalu*,principal payment,Negative
diffic*,principal payment,Negative
diminish*,principal payment,Negative
disappear*,principal payment,Negative
disorderl*,principal payment,Negative
downside,principal payment,Negative
downward ,principal payment,Negative
fall*,principal payment,Negative
fragil*,principal payment,Negative
limit ,principal payment,Negative
low*,principal payment,Negative
negative,principal payment,Negative
plummet*,principal payment,Negative
poor,principal payment,Negative
precaution*,principal payment,Negative
regulator,principal payment,Negative
scrutinize*,principal payment,Negative
severe,principal payment,Negative
slack,principal payment,Negative
slow,principal payment,Negative
sluggish,principal payment,Negative
small*,principal payment,Negative
speculative*,principal payment,Negative
struggling,principal payment,Negative
subdued,principal payment,Negative
supervis*,principal payment,Negative
taper*,principal payment,Negative
turbulent ,principal payment,Negative
uncertain*,principal payment,Negative
unfavourabl*,principal payment,Negative
unstable,principal payment,Negative
unsustainable,principal payment,Negative
weak*,principal payment,Negative
worse*,principal payment,Negative
unfavourabl*,principal payment,Negative
accelerat*,principal payment,Positive
accomodate,principal payment,Positive
better,principal payment,Positive
bounce back,principal payment,Positive
enhance,principal payment,Positive
ensure,principal payment,Positive
expand*,principal payment,Positive
fast*,principal payment,Positive
favourabl*,principal payment,Positive
firm*,principal payment,Positive
great*,principal payment,Positive
high ,principal payment,Positive
improv*,principal payment,Positive
increas*,principal payment,Positive
invigorate,principal payment,Positive
larg*,principal payment,Positive
lift,principal payment,Positive
positive ,principal payment,Positive
rais*,principal payment,Positive
rallying,principal payment,Positive
resilient,principal payment,Positive
rise,principal payment,Positive
risi*,principal payment,Positive
robust ,principal payment,Positive
safeguard ,principal payment,Positive
secure,principal payment,Positive
soar,principal payment,Positive
solid ,principal payment,Positive
solvent,principal payment,Positive
sound,principal payment,Positive
stable ,principal payment,Positive
steady,principal payment,Positive
stimul*,principal payment,Positive
strengthen,principal payment,Positive
strong ,principal payment,Positive
success*,principal payment,Positive
support* ,principal payment,Positive
surge,principal payment,Positive
sustainable,principal payment,Positive
swift* ,principal payment,Positive
unconventional*,principal payment,Positive
upward,principal payment,Positive
favorabl*,principal payment,Positive
volitil*,principal payment,Negative
uplifting,principal payment,Positive
cautio*,profit*,Negative
collaps*,profit*,Negative
concern*,profit*,Negative
dampen*,profit*,Negative
decelerat*,profit*,Negative
declin*,profit*,Negative
decreas*,profit*,Negative
delay*,profit*,Negative
depress*,profit*,Negative
destabili*,profit*,Negative
deteriorat*,profit*,Negative
devalu*,profit*,Negative
diffic*,profit*,Negative
diminish*,profit*,Negative
disappear*,profit*,Negative
disorderl*,profit*,Negative
downside,profit*,Negative
downward ,profit*,Negative
fall*,profit*,Negative
fragil*,profit*,Negative
limit ,profit*,Negative
low*,profit*,Negative
negative,profit*,Negative
plummet*,profit*,Negative
poor,profit*,Negative
precaution*,profit*,Negative
regulator,profit*,Negative
scrutinize*,profit*,Negative
severe,profit*,Negative
slack,profit*,Negative
slow,profit*,Negative
sluggish,profit*,Negative
small*,profit*,Negative
speculative*,profit*,Negative
struggling,profit*,Negative
subdued,profit*,Negative
supervis*,profit*,Negative
taper*,profit*,Negative
turbulent ,profit*,Negative
uncertain*,profit*,Negative
unfavourabl*,profit*,Negative
unstable,profit*,Negative
unsustainable,profit*,Negative
weak*,profit*,Negative
worse*,profit*,Negative
unfavourabl*,profit*,Negative
accelerat*,profit*,Positive
accomodate,profit*,Positive
better,profit*,Positive
bounce back,profit*,Positive
enhance,profit*,Positive
ensure,profit*,Positive
expand*,profit*,Positive
fast*,profit*,Positive
favourabl*,profit*,Positive
firm*,profit*,Positive
great*,profit*,Positive
high ,profit*,Positive
improv*,profit*,Positive
increas*,profit*,Positive
invigorate,profit*,Positive
larg*,profit*,Positive
lift,profit*,Positive
positive ,profit*,Positive
rais*,profit*,Positive
rallying,profit*,Positive
resilient,profit*,Positive
rise,profit*,Positive
risi*,profit*,Positive
robust ,profit*,Positive
safeguard ,profit*,Positive
secure,profit*,Positive
soar,profit*,Positive
solid ,profit*,Positive
solvent,profit*,Positive
sound,profit*,Positive
stable ,profit*,Positive
steady,profit*,Positive
stimul*,profit*,Positive
strengthen,profit*,Positive
strong ,profit*,Positive
success*,profit*,Positive
support* ,profit*,Positive
surge,profit*,Positive
sustainable,profit*,Positive
swift* ,profit*,Positive
unconventional*,profit*,Positive
upward,profit*,Positive
favorabl*,profit*,Positive
volitil*,profit*,Negative
uplifting,profit*,Positive
,recession ,Negative
cautio*,recovery,Negative
collaps*,recovery,Negative
concern*,recovery,Negative
dampen*,recovery,Negative
decelerat*,recovery,Negative
declin*,recovery,Negative
decreas*,recovery,Negative
delay*,recovery,Negative
depress*,recovery,Negative
destabili*,recovery,Negative
deteriorat*,recovery,Negative
devalu*,recovery,Negative
diffic*,recovery,Negative
diminish*,recovery,Negative
disappear*,recovery,Negative
disorderl*,recovery,Negative
downside,recovery,Negative
downward ,recovery,Negative
fall*,recovery,Negative
fragil*,recovery,Negative
limit ,recovery,Negative
low*,recovery,Negative
negative,recovery,Negative
plummet*,recovery,Negative
poor,recovery,Negative
precaution*,recovery,Negative
regulator,recovery,Negative
scrutinize*,recovery,Negative
severe,recovery,Negative
slack,recovery,Negative
slow,recovery,Negative
sluggish,recovery,Negative
small*,recovery,Negative
speculative*,recovery,Negative
struggling,recovery,Negative
subdued,recovery,Negative
supervis*,recovery,Negative
taper*,recovery,Negative
turbulent ,recovery,Negative
uncertain*,recovery,Negative
unfavourabl*,recovery,Negative
unstable,recovery,Negative
unsustainable,recovery,Negative
weak*,recovery,Negative
worse*,recovery,Negative
unfavourabl*,recovery,Negative
accelerat*,recovery,Positive
accomodate,recovery,Positive
better,recovery,Positive
bounce back,recovery,Positive
enhance,recovery,Positive
ensure,recovery,Positive
expand*,recovery,Positive
fast*,recovery,Positive
favourabl*,recovery,Positive
firm*,recovery,Positive
great*,recovery,Positive
high ,recovery,Positive
improv*,recovery,Positive
increas*,recovery,Positive
invigorate,recovery,Positive
larg*,recovery,Positive
lift,recovery,Positive
positive ,recovery,Positive
rais*,recovery,Positive
rallying,recovery,Positive
resilient,recovery,Positive
rise,recovery,Positive
risi*,recovery,Positive
robust ,recovery,Positive
safeguard ,recovery,Positive
secure,recovery,Positive
soar,recovery,Positive
solid ,recovery,Positive
solvent,recovery,Positive
sound,recovery,Positive
stable ,recovery,Positive
steady,recovery,Positive
stimul*,recovery,Positive
strengthen,recovery,Positive
strong ,recovery,Positive
success*,recovery,Positive
support* ,recovery,Positive
surge,recovery,Positive
sustainable,recovery,Positive
swift* ,recovery,Positive
unconventional*,recovery,Positive
upward,recovery,Positive
favorabl*,recovery,Positive
volitil*,recovery,Negative
uplifting,recovery,Positive
cautio*,refinancing ,Negative
collaps*,refinancing ,Negative
concern*,refinancing ,Negative
dampen*,refinancing ,Negative
decelerat*,refinancing ,Negative
declin*,refinancing ,Negative
decreas*,refinancing ,Negative
delay*,refinancing ,Negative
depress*,refinancing ,Negative
destabili*,refinancing ,Negative
deteriorat*,refinancing ,Negative
devalu*,refinancing ,Negative
diffic*,refinancing ,Negative
diminish*,refinancing ,Negative
disappear*,refinancing ,Negative
disorderl*,refinancing ,Negative
downside,refinancing ,Negative
downward ,refinancing ,Negative
fall*,refinancing ,Negative
fragil*,refinancing ,Negative
limit ,refinancing ,Negative
low*,refinancing ,Negative
negative,refinancing ,Negative
plummet*,refinancing ,Negative
poor,refinancing ,Negative
precaution*,refinancing ,Negative
regulator,refinancing ,Negative
scrutinize*,refinancing ,Negative
severe,refinancing ,Negative
slack,refinancing ,Negative
slow,refinancing ,Negative
sluggish,refinancing ,Negative
small*,refinancing ,Negative
speculative*,refinancing ,Negative
struggling,refinancing ,Negative
subdued,refinancing ,Negative
supervis*,refinancing ,Negative
taper*,refinancing ,Negative
turbulent ,refinancing ,Negative
uncertain*,refinancing ,Negative
unfavourabl*,refinancing ,Negative
unstable,refinancing ,Negative
unsustainable,refinancing ,Negative
weak*,refinancing ,Negative
worse*,refinancing ,Negative
unfavourabl*,refinancing ,Negative
accelerat*,refinancing ,Positive
accomodate,refinancing ,Positive
better,refinancing ,Positive
bounce back,refinancing ,Positive
enhance,refinancing ,Positive
ensure,refinancing ,Positive
expand*,refinancing ,Positive
fast*,refinancing ,Positive
favourabl*,refinancing ,Positive
firm*,refinancing ,Positive
great*,refinancing ,Positive
high ,refinancing ,Positive
improv*,refinancing ,Positive
increas*,refinancing ,Positive
invigorate,refinancing ,Positive
larg*,refinancing ,Positive
lift,refinancing ,Positive
positive ,refinancing ,Positive
rais*,refinancing ,Positive
rallying,refinancing ,Positive
resilient,refinancing ,Positive
rise,refinancing ,Positive
risi*,refinancing ,Positive
robust ,refinancing ,Positive
safeguard ,refinancing ,Positive
secure,refinancing ,Positive
soar,refinancing ,Positive
solid ,refinancing ,Positive
solvent,refinancing ,Positive
sound,refinancing ,Positive
stable ,refinancing ,Positive
steady,refinancing ,Positive
stimul*,refinancing ,Positive
strengthen,refinancing ,Positive
strong ,refinancing ,Positive
success*,refinancing ,Positive
support* ,refinancing ,Positive
surge,refinancing ,Positive
sustainable,refinancing ,Positive
swift* ,refinancing ,Positive
unconventional*,refinancing ,Positive
upward,refinancing ,Positive
favorabl*,refinancing ,Positive
volitil*,refinancing ,Negative
uplifting,refinancing ,Positive
cautio*,reinvestment* ,Negative
collaps*,reinvestment* ,Negative
concern*,reinvestment* ,Negative
dampen*,reinvestment* ,Negative
decelerat*,reinvestment* ,Negative
declin*,reinvestment* ,Negative
decreas*,reinvestment* ,Negative
delay*,reinvestment* ,Negative
depress*,reinvestment* ,Negative
destabili*,reinvestment* ,Negative
deteriorat*,reinvestment* ,Negative
devalu*,reinvestment* ,Negative
diffic*,reinvestment* ,Negative
diminish*,reinvestment* ,Negative
disappear*,reinvestment* ,Negative
disorderl*,reinvestment* ,Negative
downside,reinvestment* ,Negative
downward ,reinvestment* ,Negative
fall*,reinvestment* ,Negative
fragil*,reinvestment* ,Negative
limit ,reinvestment* ,Negative
low*,reinvestment* ,Negative
negative,reinvestment* ,Negative
plummet*,reinvestment* ,Negative
poor,reinvestment* ,Negative
precaution*,reinvestment* ,Negative
regulator,reinvestment* ,Negative
scrutinize*,reinvestment* ,Negative
severe,reinvestment* ,Negative
slack,reinvestment* ,Negative
slow,reinvestment* ,Negative
sluggish,reinvestment* ,Negative
small*,reinvestment* ,Negative
speculative*,reinvestment* ,Negative
struggling,reinvestment* ,Negative
subdued,reinvestment* ,Negative
supervis*,reinvestment* ,Negative
taper*,reinvestment* ,Negative
turbulent ,reinvestment* ,Negative
uncertain*,reinvestment* ,Negative
unfavourabl*,reinvestment* ,Negative
unstable,reinvestment* ,Negative
unsustainable,reinvestment* ,Negative
weak*,reinvestment* ,Negative
worse*,reinvestment* ,Negative
unfavourabl*,reinvestment* ,Negative
accelerat*,reinvestment* ,Positive
accomodate,reinvestment* ,Positive
better,reinvestment* ,Positive
bounce back,reinvestment* ,Positive
enhance,reinvestment* ,Positive
ensure,reinvestment* ,Positive
expand*,reinvestment* ,Positive
fast*,reinvestment* ,Positive
favourabl*,reinvestment* ,Positive
firm*,reinvestment* ,Positive
great*,reinvestment* ,Positive
high ,reinvestment* ,Positive
improv*,reinvestment* ,Positive
increas*,reinvestment* ,Positive
invigorate,reinvestment* ,Positive
larg*,reinvestment* ,Positive
lift,reinvestment* ,Positive
positive ,reinvestment* ,Positive
rais*,reinvestment* ,Positive
rallying,reinvestment* ,Positive
resilient,reinvestment* ,Positive
rise,reinvestment* ,Positive
risi*,reinvestment* ,Positive
robust ,reinvestment* ,Positive
safeguard ,reinvestment* ,Positive
secure,reinvestment* ,Positive
soar,reinvestment* ,Positive
solid ,reinvestment* ,Positive
solvent,reinvestment* ,Positive
sound,reinvestment* ,Positive
stable ,reinvestment* ,Positive
steady,reinvestment* ,Positive
stimul*,reinvestment* ,Positive
strengthen,reinvestment* ,Positive
strong ,reinvestment* ,Positive
success*,reinvestment* ,Positive
support* ,reinvestment* ,Positive
surge,reinvestment* ,Positive
sustainable,reinvestment* ,Positive
swift* ,reinvestment* ,Positive
unconventional*,reinvestment* ,Positive
upward,reinvestment* ,Positive
favorabl*,reinvestment* ,Positive
volitil*,reinvestment* ,Negative
uplifting,reinvestment* ,Positive
cautio*,return,Negative
collaps*,return,Negative
concern*,return,Negative
dampen*,return,Negative
decelerat*,return,Negative
declin*,return,Negative
decreas*,return,Negative
delay*,return,Negative
depress*,return,Negative
destabili*,return,Negative
deteriorat*,return,Negative
devalu*,return,Negative
diffic*,return,Negative
diminish*,return,Negative
disappear*,return,Negative
disorderl*,return,Negative
downside,return,Negative
downward ,return,Negative
fall*,return,Negative
fragil*,return,Negative
limit ,return,Negative
low*,return,Negative
negative,return,Negative
plummet*,return,Negative
poor,return,Negative
precaution*,return,Negative
regulator,return,Negative
scrutinize*,return,Negative
severe,return,Negative
slack,return,Negative
slow,return,Negative
sluggish,return,Negative
small*,return,Negative
speculative*,return,Negative
struggling,return,Negative
subdued,return,Negative
supervis*,return,Negative
taper*,return,Negative
turbulent ,return,Negative
uncertain*,return,Negative
unfavourabl*,return,Negative
unstable,return,Negative
unsustainable,return,Negative
weak*,return,Negative
worse*,return,Negative
unfavourabl*,return,Negative
accelerat*,return,Positive
accomodate,return,Positive
better,return,Positive
bounce back,return,Positive
enhance,return,Positive
ensure,return,Positive
expand*,return,Positive
fast*,return,Positive
favourabl*,return,Positive
firm*,return,Positive
great*,return,Positive
high ,return,Positive
improv*,return,Positive
increas*,return,Positive
invigorate,return,Positive
larg*,return,Positive
lift,return,Positive
positive ,return,Positive
rais*,return,Positive
rallying,return,Positive
resilient,return,Positive
rise,return,Positive
risi*,return,Positive
robust ,return,Positive
safeguard ,return,Positive
secure,return,Positive
soar,return,Positive
solid ,return,Positive
solvent,return,Positive
sound,return,Positive
stable ,return,Positive
steady,return,Positive
stimul*,return,Positive
strengthen,return,Positive
strong ,return,Positive
success*,return,Positive
support* ,return,Positive
surge,return,Positive
sustainable,return,Positive
swift* ,return,Positive
unconventional*,return,Positive
upward,return,Positive
favorabl*,return,Positive
volitil*,return,Negative
uplifting,return,Positive
,slowdown,Negative
cautio*,stock* ,Negative
collaps*,stock* ,Negative
concern*,stock* ,Negative
dampen*,stock* ,Negative
decelerat*,stock* ,Negative
declin*,stock* ,Negative
decreas*,stock* ,Negative
delay*,stock* ,Negative
depress*,stock* ,Negative
destabili*,stock* ,Negative
deteriorat*,stock* ,Negative
devalu*,stock* ,Negative
diffic*,stock* ,Negative
diminish*,stock* ,Negative
disappear*,stock* ,Negative
disorderl*,stock* ,Negative
downside,stock* ,Negative
downward ,stock* ,Negative
fall*,stock* ,Negative
fragil*,stock* ,Negative
limit ,stock* ,Negative
low*,stock* ,Negative
negative,stock* ,Negative
plummet*,stock* ,Negative
poor,stock* ,Negative
precaution*,stock* ,Negative
regulator,stock* ,Negative
scrutinize*,stock* ,Negative
severe,stock* ,Negative
slack,stock* ,Negative
slow,stock* ,Negative
sluggish,stock* ,Negative
small*,stock* ,Negative
speculative*,stock* ,Negative
struggling,stock* ,Negative
subdued,stock* ,Negative
supervis*,stock* ,Negative
taper*,stock* ,Negative
turbulent ,stock* ,Negative
uncertain*,stock* ,Negative
unfavourabl*,stock* ,Negative
unstable,stock* ,Negative
unsustainable,stock* ,Negative
weak*,stock* ,Negative
worse*,stock* ,Negative
unfavourabl*,stock* ,Negative
accelerat*,stock* ,Positive
accomodate,stock* ,Positive
better,stock* ,Positive
bounce back,stock* ,Positive
enhance,stock* ,Positive
ensure,stock* ,Positive
expand*,stock* ,Positive
fast*,stock* ,Positive
favourabl*,stock* ,Positive
firm*,stock* ,Positive
great*,stock* ,Positive
high ,stock* ,Positive
improv*,stock* ,Positive
increas*,stock* ,Positive
invigorate,stock* ,Positive
larg*,stock* ,Positive
lift,stock* ,Positive
positive ,stock* ,Positive
rais*,stock* ,Positive
rallying,stock* ,Positive
resilient,stock* ,Positive
rise,stock* ,Positive
risi*,stock* ,Positive
robust ,stock* ,Positive
safeguard ,stock* ,Positive
secure,stock* ,Positive
soar,stock* ,Positive
solid ,stock* ,Positive
solvent,stock* ,Positive
sound,stock* ,Positive
stable ,stock* ,Positive
steady,stock* ,Positive
stimul*,stock* ,Positive
strengthen,stock* ,Positive
strong ,stock* ,Positive
success*,stock* ,Positive
support* ,stock* ,Positive
surge,stock* ,Positive
sustainable,stock* ,Positive
swift* ,stock* ,Positive
unconventional*,stock* ,Positive
upward,stock* ,Positive
favorabl*,stock* ,Positive
volitil*,stock* ,Negative
uplifting,stock* ,Positive
,turmoil,Negative
,upsurge,Positive
,upswing ,Positive
,upturn ,Positive
,vigilan*,Negative
risk,asset*,Negative
risk,bank*,Negative
risk,boom,Negative
risk,boost,Negative
risk,credit ,Negative
risk,cyclical position,Negative
risk,financial ,Negative
risk,growth,Negative
risk,instrument* ,Negative
risk,investment,Negative
risk,investor*,Negative
risk,liquidity,Negative
risk,market*,Negative
risk,overheat*,Negative
risk,portfolio ,Negative
risk,principal payment,Negative
risk,profit*,Negative
risk,recession ,Negative
risk,recovery,Negative
speculative,asset*,Negative
speculative,bank*,Negative
speculative,boom,Negative
speculative,boost,Negative
speculative,credit ,Negative
speculative,cyclical position,Negative
speculative,financial ,Negative
speculative,growth,Negative
speculative,instrument* ,Negative
speculative,investment,Negative
speculative,investor*,Negative
speculative,liquidity,Negative
speculative,market*,Negative
speculative,overheat*,Negative
speculative,portfolio ,Negative
speculative,principal payment,Negative
speculative,profit*,Negative
speculative,recession ,Negative
speculative,recovery,Negative
good,asset*,Positive
good,bank*,Positive
good,boom,Positive
good,boost,Positive
good,credit ,Positive
good,cyclical position,Positive
good,financial ,Positive
good,growth,Positive
good,instrument* ,Positive
good,investment,Positive
good,investor*,Positive
good,liquidity,Positive
good,market*,Positive
good,overheat*,Positive
good,portfolio ,Positive
good,principal payment,Positive
good,profit*,Positive
good,recession ,Positive
good,recovery,Positive
