Adjetives_Verbs,Nouns_Dependent,Adjetive_Type
unlimited,transmission ,Positive
accomodat*,wage*,Positive
balance*,wage*,Positive
benefit*,wage*,Positive
better,wage*,Positive
recover,wage*,Positive
efficient,wage*,Positive
encouraging,wage*,Positive
enhance,wage*,Positive
expand*,wage*,Positive
firm*,wage*,Positive
generous*,wage*,Positive
great,wage*,Positive
grow*,wage*,Positive
healthy,wage*,Positive
high*,wage*,Positive
improv*,wage*,Positive
increas*,wage*,Positive
positive,wage*,Positive
powerful,wage*,Positive
promis*,wage*,Positive
protect*,wage*,Positive
rais*,wage*,Positive
relief,wage*,Positive
rescue,wage*,Positive
responsib*,wage*,Positive
risi*,wage*,Positive
robust,wage*,Positive
solid,wage*,Positive
sound,wage*,Positive
stable,wage*,Positive
steadfast,wage*,Positive
steady ,wage*,Positive
stimul*,wage*,Positive
strong*,wage*,Positive
success*,wage*,Positive
support*,wage*,Positive
unlimited,wage*,Positive
consolidat*,bailout,Negative
corrupt ,bailout,Negative
declin*,bailout,Negative
destabili*,bailout,Negative
deteriorat*,bailout,Negative
diffic*,bailout,Negative
diminish,bailout,Negative
discipline*,bailout,Negative
fail*,bailout,Negative
fall*,bailout,Negative
fraud*,bailout,Negative
inefficient,bailout,Negative
insufficient ,bailout,Negative
involuntary,bailout,Negative
irresponsib*,bailout,Negative
low*,bailout,Negative
meager,bailout,Negative
negative,bailout,Negative
problem*,bailout,Negative
restrict*,bailout,Negative
rigid,bailout,Negative
severe,bailout,Negative
shaky ,bailout,Negative
shrink*,bailout,Negative
slim,bailout,Negative
slow,bailout,Negative
small*,bailout,Negative
structural ,bailout,Negative
struggling,bailout,Negative
tight,bailout,Negative
troubl*,bailout,Negative
unbalance*,bailout,Negative
unstable,bailout,Negative
unsustainable,bailout,Negative
urgent*,bailout,Negative
weak*,bailout,Negative
worse*,bailout,Negative
consolidat*,bail-out ,Negative
corrupt ,bail-out ,Negative
declin*,bail-out ,Negative
destabili*,bail-out ,Negative
deteriorat*,bail-out ,Negative
diffic*,bail-out ,Negative
diminish,bail-out ,Negative
discipline*,bail-out ,Negative
fail*,bail-out ,Negative
fall*,bail-out ,Negative
fraud*,bail-out ,Negative
inefficient,bail-out ,Negative
insufficient ,bail-out ,Negative
involuntary,bail-out ,Negative
irresponsib*,bail-out ,Negative
low*,bail-out ,Negative
meager,bail-out ,Negative
negative,bail-out ,Negative
problem*,bail-out ,Negative
restrict*,bail-out ,Negative
rigid,bail-out ,Negative
severe,bail-out ,Negative
shaky ,bail-out ,Negative
shrink*,bail-out ,Negative
slim,bail-out ,Negative
slow,bail-out ,Negative
small*,bail-out ,Negative
structural ,bail-out ,Negative
struggling,bail-out ,Negative
tight,bail-out ,Negative
troubl*,bail-out ,Negative
unbalance*,bail-out ,Negative
unstable,bail-out ,Negative
unsustainable,bail-out ,Negative
urgent*,bail-out ,Negative
weak*,bail-out ,Negative
worse*,bail-out ,Negative
consolidat*,bond*,Negative
corrupt ,bond*,Negative
declin*,bond*,Negative
destabili*,bond*,Negative
deteriorat*,bond*,Negative
diffic*,bond*,Negative
diminish,bond*,Negative
discipline*,bond*,Negative
fail*,bond*,Negative
fall*,bond*,Negative
fraud*,bond*,Negative
inefficient,bond*,Negative
insufficient ,bond*,Negative
involuntary,bond*,Negative
irresponsib*,bond*,Negative
low*,bond*,Negative
meager,bond*,Negative
negative,bond*,Negative
problem*,bond*,Negative
restrict*,bond*,Negative
rigid,bond*,Negative
severe,bond*,Negative
shaky ,bond*,Negative
shrink*,bond*,Negative
slim,bond*,Negative
slow,bond*,Negative
small*,bond*,Negative
structural ,bond*,Negative
struggling,bond*,Negative
tight,bond*,Negative
troubl*,bond*,Negative
unbalance*,bond*,Negative
unstable,bond*,Negative
unsustainable,bond*,Negative
urgent*,bond*,Negative
weak*,bond*,Negative
worse*,bond*,Negative
consolidat*,domestic demand,Negative
corrupt ,domestic demand,Negative
declin*,domestic demand,Negative
destabili*,domestic demand,Negative
deteriorat*,domestic demand,Negative
diffic*,domestic demand,Negative
diminish,domestic demand,Negative
discipline*,domestic demand,Negative
fail*,domestic demand,Negative
fall*,domestic demand,Negative
fraud*,domestic demand,Negative
inefficient,domestic demand,Negative
insufficient ,domestic demand,Negative
involuntary,domestic demand,Negative
irresponsib*,domestic demand,Negative
low*,domestic demand,Negative
meager,domestic demand,Negative
negative,domestic demand,Negative
problem*,domestic demand,Negative
restrict*,domestic demand,Negative
rigid,domestic demand,Negative
severe,domestic demand,Negative
shaky ,domestic demand,Negative
shrink*,domestic demand,Negative
slim,domestic demand,Negative
slow,domestic demand,Negative
small*,domestic demand,Negative
structural ,domestic demand,Negative
struggling,domestic demand,Negative
tight,domestic demand,Negative
troubl*,domestic demand,Negative
unbalance*,domestic demand,Negative
unstable,domestic demand,Negative
unsustainable,domestic demand,Negative
urgent*,domestic demand,Negative
weak*,domestic demand,Negative
worse*,domestic demand,Negative
consolidat*,employee*,Negative
corrupt ,employee*,Negative
declin*,employee*,Negative
destabili*,employee*,Negative
deteriorat*,employee*,Negative
diffic*,employee*,Negative
diminish,employee*,Negative
discipline*,employee*,Negative
fail*,employee*,Negative
fall*,employee*,Negative
fraud*,employee*,Negative
inefficient,employee*,Negative
insufficient ,employee*,Negative
involuntary,employee*,Negative
irresponsib*,employee*,Negative
low*,employee*,Negative
meager,employee*,Negative
negative,employee*,Negative
problem*,employee*,Negative
restrict*,employee*,Negative
rigid,employee*,Negative
severe,employee*,Negative
shaky ,employee*,Negative
shrink*,employee*,Negative
slim,employee*,Negative
slow,employee*,Negative
small*,employee*,Negative
structural ,employee*,Negative
struggling,employee*,Negative
tight,employee*,Negative
troubl*,employee*,Negative
unbalance*,employee*,Negative
unstable,employee*,Negative
unsustainable,employee*,Negative
urgent*,employee*,Negative
weak*,employee*,Negative
worse*,employee*,Negative
consolidat*,employer*,Negative
corrupt ,employer*,Negative
declin*,employer*,Negative
destabili*,employer*,Negative
deteriorat*,employer*,Negative
diffic*,employer*,Negative
diminish,employer*,Negative
discipline*,employer*,Negative
fail*,employer*,Negative
fall*,employer*,Negative
fraud*,employer*,Negative
inefficient,employer*,Negative
insufficient ,employer*,Negative
involuntary,employer*,Negative
irresponsib*,employer*,Negative
low*,employer*,Negative
meager,employer*,Negative
negative,employer*,Negative
problem*,employer*,Negative
restrict*,employer*,Negative
rigid,employer*,Negative
severe,employer*,Negative
shaky ,employer*,Negative
shrink*,employer*,Negative
slim,employer*,Negative
slow,employer*,Negative
small*,employer*,Negative
structural ,employer*,Negative
struggling,employer*,Negative
tight,employer*,Negative
troubl*,employer*,Negative
unbalance*,employer*,Negative
unstable,employer*,Negative
unsustainable,employer*,Negative
urgent*,employer*,Negative
weak*,employer*,Negative
worse*,employer*,Negative
consolidat*,export*,Negative
corrupt ,export*,Negative
declin*,export*,Negative
destabili*,export*,Negative
deteriorat*,export*,Negative
diffic*,export*,Negative
diminish,export*,Negative
discipline*,export*,Negative
fail*,export*,Negative
fall*,export*,Negative
fraud*,export*,Negative
inefficient,export*,Negative
insufficient ,export*,Negative
involuntary,export*,Negative
irresponsib*,export*,Negative
low*,export*,Negative
meager,export*,Negative
negative,export*,Negative
problem*,export*,Negative
restrict*,export*,Negative
rigid,export*,Negative
severe,export*,Negative
shaky ,export*,Negative
shrink*,export*,Negative
slim,export*,Negative
slow,export*,Negative
small*,export*,Negative
structural ,export*,Negative
struggling,export*,Negative
tight,export*,Negative
troubl*,export*,Negative
unbalance*,export*,Negative
unstable,export*,Negative
unsustainable,export*,Negative
urgent*,export*,Negative
weak*,export*,Negative
worse*,export*,Negative
consolidat*,fiscal,Negative
corrupt ,fiscal,Negative
declin*,fiscal,Negative
destabili*,fiscal,Negative
deteriorat*,fiscal,Negative
diffic*,fiscal,Negative
diminish,fiscal,Negative
discipline*,fiscal,Negative
fail*,fiscal,Negative
fall*,fiscal,Negative
fraud*,fiscal,Negative
inefficient,fiscal,Negative
insufficient ,fiscal,Negative
involuntary,fiscal,Negative
irresponsib*,fiscal,Negative
low*,fiscal,Negative
meager,fiscal,Negative
negative,fiscal,Negative
problem*,fiscal,Negative
restrict*,fiscal,Negative
rigid,fiscal,Negative
severe,fiscal,Negative
shaky ,fiscal,Negative
shrink*,fiscal,Negative
slim,fiscal,Negative
slow,fiscal,Negative
small*,fiscal,Negative
structural ,fiscal,Negative
struggling,fiscal,Negative
tight,fiscal,Negative
troubl*,fiscal,Negative
unbalance*,fiscal,Negative
unstable,fiscal,Negative
unsustainable,fiscal,Negative
urgent*,fiscal,Negative
weak*,fiscal,Negative
worse*,fiscal,Negative
consolidat*,foreign demand,Negative
corrupt ,foreign demand,Negative
declin*,foreign demand,Negative
destabili*,foreign demand,Negative
deteriorat*,foreign demand,Negative
diffic*,foreign demand,Negative
diminish,foreign demand,Negative
discipline*,foreign demand,Negative
fail*,foreign demand,Negative
fall*,foreign demand,Negative
fraud*,foreign demand,Negative
inefficient,foreign demand,Negative
insufficient ,foreign demand,Negative
involuntary,foreign demand,Negative
irresponsib*,foreign demand,Negative
low*,foreign demand,Negative
meager,foreign demand,Negative
negative,foreign demand,Negative
problem*,foreign demand,Negative
restrict*,foreign demand,Negative
rigid,foreign demand,Negative
severe,foreign demand,Negative
shaky ,foreign demand,Negative
shrink*,foreign demand,Negative
slim,foreign demand,Negative
slow,foreign demand,Negative
small*,foreign demand,Negative
structural ,foreign demand,Negative
struggling,foreign demand,Negative
tight,foreign demand,Negative
troubl*,foreign demand,Negative
unbalance*,foreign demand,Negative
unstable,foreign demand,Negative
unsustainable,foreign demand,Negative
urgent*,foreign demand,Negative
weak*,foreign demand,Negative
worse*,foreign demand,Negative
consolidat*,fundamental*,Negative
corrupt ,fundamental*,Negative
declin*,fundamental*,Negative
destabili*,fundamental*,Negative
deteriorat*,fundamental*,Negative
diffic*,fundamental*,Negative
diminish,fundamental*,Negative
discipline*,fundamental*,Negative
fail*,fundamental*,Negative
fall*,fundamental*,Negative
fraud*,fundamental*,Negative
inefficient,fundamental*,Negative
insufficient ,fundamental*,Negative
involuntary,fundamental*,Negative
irresponsib*,fundamental*,Negative
low*,fundamental*,Negative
meager,fundamental*,Negative
negative,fundamental*,Negative
problem*,fundamental*,Negative
restrict*,fundamental*,Negative
rigid,fundamental*,Negative
severe,fundamental*,Negative
shaky ,fundamental*,Negative
shrink*,fundamental*,Negative
slim,fundamental*,Negative
slow,fundamental*,Negative
small*,fundamental*,Negative
structural ,fundamental*,Negative
struggling,fundamental*,Negative
tight,fundamental*,Negative
troubl*,fundamental*,Negative
unbalance*,fundamental*,Negative
unstable,fundamental*,Negative
unsustainable,fundamental*,Negative
urgent*,fundamental*,Negative
weak*,fundamental*,Negative
worse*,fundamental*,Negative
consolidat*,government balance sheet*,Negative
corrupt ,government balance sheet*,Negative
declin*,government balance sheet*,Negative
destabili*,government balance sheet*,Negative
deteriorat*,government balance sheet*,Negative
diffic*,government balance sheet*,Negative
diminish,government balance sheet*,Negative
discipline*,government balance sheet*,Negative
fail*,government balance sheet*,Negative
fall*,government balance sheet*,Negative
fraud*,government balance sheet*,Negative
inefficient,government balance sheet*,Negative
insufficient ,government balance sheet*,Negative
involuntary,government balance sheet*,Negative
irresponsib*,government balance sheet*,Negative
low*,government balance sheet*,Negative
meager,government balance sheet*,Negative
negative,government balance sheet*,Negative
problem*,government balance sheet*,Negative
restrict*,government balance sheet*,Negative
rigid,government balance sheet*,Negative
severe,government balance sheet*,Negative
shaky ,government balance sheet*,Negative
shrink*,government balance sheet*,Negative
slim,government balance sheet*,Negative
slow,government balance sheet*,Negative
small*,government balance sheet*,Negative
structural ,government balance sheet*,Negative
struggling,government balance sheet*,Negative
tight,government balance sheet*,Negative
troubl*,government balance sheet*,Negative
unbalance*,government balance sheet*,Negative
unstable,government balance sheet*,Negative
unsustainable,government balance sheet*,Negative
urgent*,government balance sheet*,Negative
weak*,government balance sheet*,Negative
worse*,government balance sheet*,Negative
consolidat*,government bond*,Negative
corrupt ,government bond*,Negative
declin*,government bond*,Negative
destabili*,government bond*,Negative
deteriorat*,government bond*,Negative
diffic*,government bond*,Negative
diminish,government bond*,Negative
discipline*,government bond*,Negative
fail*,government bond*,Negative
fall*,government bond*,Negative
fraud*,government bond*,Negative
inefficient,government bond*,Negative
insufficient ,government bond*,Negative
involuntary,government bond*,Negative
irresponsib*,government bond*,Negative
low*,government bond*,Negative
meager,government bond*,Negative
negative,government bond*,Negative
problem*,government bond*,Negative
restrict*,government bond*,Negative
rigid,government bond*,Negative
severe,government bond*,Negative
shaky ,government bond*,Negative
shrink*,government bond*,Negative
slim,government bond*,Negative
slow,government bond*,Negative
small*,government bond*,Negative
structural ,government bond*,Negative
struggling,government bond*,Negative
tight,government bond*,Negative
troubl*,government bond*,Negative
unbalance*,government bond*,Negative
unstable,government bond*,Negative
unsustainable,government bond*,Negative
urgent*,government bond*,Negative
weak*,government bond*,Negative
worse*,government bond*,Negative
consolidat*,government budget,Negative
corrupt ,government budget,Negative
declin*,government budget,Negative
destabili*,government budget,Negative
deteriorat*,government budget,Negative
diffic*,government budget,Negative
diminish,government budget,Negative
discipline*,government budget,Negative
fail*,government budget,Negative
fall*,government budget,Negative
fraud*,government budget,Negative
inefficient,government budget,Negative
insufficient ,government budget,Negative
involuntary,government budget,Negative
irresponsib*,government budget,Negative
low*,government budget,Negative
meager,government budget,Negative
negative,government budget,Negative
problem*,government budget,Negative
restrict*,government budget,Negative
rigid,government budget,Negative
severe,government budget,Negative
shaky ,government budget,Negative
shrink*,government budget,Negative
slim,government budget,Negative
slow,government budget,Negative
small*,government budget,Negative
structural ,government budget,Negative
struggling,government budget,Negative
tight,government budget,Negative
troubl*,government budget,Negative
unbalance*,government budget,Negative
unstable,government budget,Negative
unsustainable,government budget,Negative
urgent*,government budget,Negative
weak*,government budget,Negative
worse*,government budget,Negative
consolidat*,import*,Negative
corrupt ,import*,Negative
declin*,import*,Negative
destabili*,import*,Negative
deteriorat*,import*,Negative
diffic*,import*,Negative
diminish,import*,Negative
discipline*,import*,Negative
fail*,import*,Negative
fall*,import*,Negative
fraud*,import*,Negative
inefficient,import*,Negative
insufficient ,import*,Negative
involuntary,import*,Negative
irresponsib*,import*,Negative
low*,import*,Negative
meager,import*,Negative
negative,import*,Negative
problem*,import*,Negative
restrict*,import*,Negative
rigid,import*,Negative
severe,import*,Negative
shaky ,import*,Negative
shrink*,import*,Negative
slim,import*,Negative
slow,import*,Negative
small*,import*,Negative
structural ,import*,Negative
struggling,import*,Negative
tight,import*,Negative
troubl*,import*,Negative
unbalance*,import*,Negative
unstable,import*,Negative
unsustainable,import*,Negative
urgent*,import*,Negative
weak*,import*,Negative
worse*,import*,Negative
consolidat*,integration,Negative
corrupt ,integration,Negative
declin*,integration,Negative
destabili*,integration,Negative
deteriorat*,integration,Negative
diffic*,integration,Negative
diminish,integration,Negative
discipline*,integration,Negative
fail*,integration,Negative
fall*,integration,Negative
fraud*,integration,Negative
inefficient,integration,Negative
insufficient ,integration,Negative
involuntary,integration,Negative
irresponsib*,integration,Negative
low*,integration,Negative
meager,integration,Negative
negative,integration,Negative
problem*,integration,Negative
restrict*,integration,Negative
rigid,integration,Negative
severe,integration,Negative
shaky ,integration,Negative
shrink*,integration,Negative
slim,integration,Negative
slow,integration,Negative
small*,integration,Negative
structural ,integration,Negative
struggling,integration,Negative
tight,integration,Negative
troubl*,integration,Negative
unbalance*,integration,Negative
unstable,integration,Negative
unsustainable,integration,Negative
urgent*,integration,Negative
weak*,integration,Negative
worse*,integration,Negative
consolidat*,labo(u)r,Negative
corrupt ,labo(u)r,Negative
declin*,labo(u)r,Negative
destabili*,labo(u)r,Negative
deteriorat*,labo(u)r,Negative
diffic*,labo(u)r,Negative
diminish,labo(u)r,Negative
discipline*,labo(u)r,Negative
fail*,labo(u)r,Negative
fall*,labo(u)r,Negative
fraud*,labo(u)r,Negative
inefficient,labo(u)r,Negative
insufficient ,labo(u)r,Negative
involuntary,labo(u)r,Negative
irresponsib*,labo(u)r,Negative
low*,labo(u)r,Negative
meager,labo(u)r,Negative
negative,labo(u)r,Negative
problem*,labo(u)r,Negative
restrict*,labo(u)r,Negative
rigid,labo(u)r,Negative
severe,labo(u)r,Negative
shaky ,labo(u)r,Negative
shrink*,labo(u)r,Negative
slim,labo(u)r,Negative
slow,labo(u)r,Negative
small*,labo(u)r,Negative
structural ,labo(u)r,Negative
struggling,labo(u)r,Negative
tight,labo(u)r,Negative
troubl*,labo(u)r,Negative
unbalance*,labo(u)r,Negative
unstable,labo(u)r,Negative
unsustainable,labo(u)r,Negative
urgent*,labo(u)r,Negative
weak*,labo(u)r,Negative
worse*,labo(u)r,Negative
consolidat*,package,Negative
corrupt ,package,Negative
declin*,package,Negative
destabili*,package,Negative
deteriorat*,package,Negative
diffic*,package,Negative
diminish,package,Negative
discipline*,package,Negative
fail*,package,Negative
fall*,package,Negative
fraud*,package,Negative
inefficient,package,Negative
insufficient ,package,Negative
involuntary,package,Negative
irresponsib*,package,Negative
low*,package,Negative
meager,package,Negative
negative,package,Negative
problem*,package,Negative
restrict*,package,Negative
rigid,package,Negative
severe,package,Negative
shaky ,package,Negative
shrink*,package,Negative
slim,package,Negative
slow,package,Negative
small*,package,Negative
structural ,package,Negative
struggling,package,Negative
tight,package,Negative
troubl*,package,Negative
unbalance*,package,Negative
unstable,package,Negative
unsustainable,package,Negative
urgent*,package,Negative
weak*,package,Negative
worse*,package,Negative
consolidat*,political unity ,Negative
corrupt ,political unity ,Negative
declin*,political unity ,Negative
destabili*,political unity ,Negative
deteriorat*,political unity ,Negative
diffic*,political unity ,Negative
diminish,political unity ,Negative
discipline*,political unity ,Negative
fail*,political unity ,Negative
fall*,political unity ,Negative
fraud*,political unity ,Negative
inefficient,political unity ,Negative
insufficient ,political unity ,Negative
involuntary,political unity ,Negative
irresponsib*,political unity ,Negative
low*,political unity ,Negative
meager,political unity ,Negative
negative,political unity ,Negative
problem*,political unity ,Negative
restrict*,political unity ,Negative
rigid,political unity ,Negative
severe,political unity ,Negative
shaky ,political unity ,Negative
shrink*,political unity ,Negative
slim,political unity ,Negative
slow,political unity ,Negative
small*,political unity ,Negative
structural ,political unity ,Negative
struggling,political unity ,Negative
tight,political unity ,Negative
troubl*,political unity ,Negative
unbalance*,political unity ,Negative
unstable,political unity ,Negative
unsustainable,political unity ,Negative
urgent*,political unity ,Negative
weak*,political unity ,Negative
worse*,political unity ,Negative
consolidat*,program*,Negative
corrupt ,program*,Negative
declin*,program*,Negative
destabili*,program*,Negative
deteriorat*,program*,Negative
diffic*,program*,Negative
diminish,program*,Negative
discipline*,program*,Negative
fail*,program*,Negative
fall*,program*,Negative
fraud*,program*,Negative
inefficient,program*,Negative
insufficient ,program*,Negative
involuntary,program*,Negative
irresponsib*,program*,Negative
low*,program*,Negative
meager,program*,Negative
negative,program*,Negative
problem*,program*,Negative
restrict*,program*,Negative
rigid,program*,Negative
severe,program*,Negative
shaky ,program*,Negative
shrink*,program*,Negative
slim,program*,Negative
slow,program*,Negative
small*,program*,Negative
structural ,program*,Negative
struggling,program*,Negative
tight,program*,Negative
troubl*,program*,Negative
unbalance*,program*,Negative
unstable,program*,Negative
unsustainable,program*,Negative
urgent*,program*,Negative
weak*,program*,Negative
worse*,program*,Negative
consolidat*,public sector ,Negative
corrupt ,public sector ,Negative
declin*,public sector ,Negative
destabili*,public sector ,Negative
deteriorat*,public sector ,Negative
diffic*,public sector ,Negative
diminish,public sector ,Negative
discipline*,public sector ,Negative
fail*,public sector ,Negative
fall*,public sector ,Negative
fraud*,public sector ,Negative
inefficient,public sector ,Negative
insufficient ,public sector ,Negative
involuntary,public sector ,Negative
irresponsib*,public sector ,Negative
low*,public sector ,Negative
meager,public sector ,Negative
negative,public sector ,Negative
problem*,public sector ,Negative
restrict*,public sector ,Negative
rigid,public sector ,Negative
severe,public sector ,Negative
shaky ,public sector ,Negative
shrink*,public sector ,Negative
slim,public sector ,Negative
slow,public sector ,Negative
small*,public sector ,Negative
structural ,public sector ,Negative
struggling,public sector ,Negative
tight,public sector ,Negative
troubl*,public sector ,Negative
unbalance*,public sector ,Negative
unstable,public sector ,Negative
unsustainable,public sector ,Negative
urgent*,public sector ,Negative
weak*,public sector ,Negative
worse*,public sector ,Negative
consolidat*,public service*,Negative
corrupt ,public service*,Negative
declin*,public service*,Negative
destabili*,public service*,Negative
deteriorat*,public service*,Negative
diffic*,public service*,Negative
diminish,public service*,Negative
discipline*,public service*,Negative
fail*,public service*,Negative
fall*,public service*,Negative
fraud*,public service*,Negative
inefficient,public service*,Negative
insufficient ,public service*,Negative
involuntary,public service*,Negative
irresponsib*,public service*,Negative
low*,public service*,Negative
meager,public service*,Negative
negative,public service*,Negative
problem*,public service*,Negative
restrict*,public service*,Negative
rigid,public service*,Negative
severe,public service*,Negative
shaky ,public service*,Negative
shrink*,public service*,Negative
slim,public service*,Negative
slow,public service*,Negative
small*,public service*,Negative
structural ,public service*,Negative
struggling,public service*,Negative
tight,public service*,Negative
troubl*,public service*,Negative
unbalance*,public service*,Negative
unstable,public service*,Negative
unsustainable,public service*,Negative
urgent*,public service*,Negative
weak*,public service*,Negative
worse*,public service*,Negative
consolidat*,redistribut*,Negative
corrupt ,redistribut*,Negative
declin*,redistribut*,Negative
destabili*,redistribut*,Negative
deteriorat*,redistribut*,Negative
diffic*,redistribut*,Negative
diminish,redistribut*,Negative
discipline*,redistribut*,Negative
fail*,redistribut*,Negative
fall*,redistribut*,Negative
fraud*,redistribut*,Negative
inefficient,redistribut*,Negative
insufficient ,redistribut*,Negative
involuntary,redistribut*,Negative
irresponsib*,redistribut*,Negative
low*,redistribut*,Negative
meager,redistribut*,Negative
negative,redistribut*,Negative
problem*,redistribut*,Negative
restrict*,redistribut*,Negative
rigid,redistribut*,Negative
severe,redistribut*,Negative
shaky ,redistribut*,Negative
shrink*,redistribut*,Negative
slim,redistribut*,Negative
slow,redistribut*,Negative
small*,redistribut*,Negative
structural ,redistribut*,Negative
struggling,redistribut*,Negative
tight,redistribut*,Negative
troubl*,redistribut*,Negative
unbalance*,redistribut*,Negative
unstable,redistribut*,Negative
unsustainable,redistribut*,Negative
urgent*,redistribut*,Negative
weak*,redistribut*,Negative
worse*,redistribut*,Negative
consolidat*,reform*,Negative
corrupt ,reform*,Negative
declin*,reform*,Negative
destabili*,reform*,Negative
deteriorat*,reform*,Negative
diffic*,reform*,Negative
diminish,reform*,Negative
discipline*,reform*,Negative
fail*,reform*,Negative
fall*,reform*,Negative
fraud*,reform*,Negative
inefficient,reform*,Negative
insufficient ,reform*,Negative
involuntary,reform*,Negative
irresponsib*,reform*,Negative
low*,reform*,Negative
meager,reform*,Negative
negative,reform*,Negative
problem*,reform*,Negative
restrict*,reform*,Negative
rigid,reform*,Negative
severe,reform*,Negative
shaky ,reform*,Negative
shrink*,reform*,Negative
slim,reform*,Negative
slow,reform*,Negative
small*,reform*,Negative
structural ,reform*,Negative
struggling,reform*,Negative
tight,reform*,Negative
troubl*,reform*,Negative
unbalance*,reform*,Negative
unstable,reform*,Negative
unsustainable,reform*,Negative
urgent*,reform*,Negative
weak*,reform*,Negative
worse*,reform*,Negative
consolidat*,small and medium,Negative
corrupt ,small and medium,Negative
declin*,small and medium,Negative
destabili*,small and medium,Negative
deteriorat*,small and medium,Negative
diffic*,small and medium,Negative
diminish,small and medium,Negative
discipline*,small and medium,Negative
fail*,small and medium,Negative
fall*,small and medium,Negative
fraud*,small and medium,Negative
inefficient,small and medium,Negative
insufficient ,small and medium,Negative
involuntary,small and medium,Negative
irresponsib*,small and medium,Negative
low*,small and medium,Negative
meager,small and medium,Negative
negative,small and medium,Negative
problem*,small and medium,Negative
restrict*,small and medium,Negative
rigid,small and medium,Negative
severe,small and medium,Negative
shaky ,small and medium,Negative
shrink*,small and medium,Negative
slim,small and medium,Negative
slow,small and medium,Negative
small*,small and medium,Negative
structural ,small and medium,Negative
struggling,small and medium,Negative
tight,small and medium,Negative
troubl*,small and medium,Negative
unbalance*,small and medium,Negative
unstable,small and medium,Negative
unsustainable,small and medium,Negative
urgent*,small and medium,Negative
weak*,small and medium,Negative
worse*,small and medium,Negative
consolidat*,SME*,Negative
corrupt ,SME*,Negative
declin*,SME*,Negative
destabili*,SME*,Negative
deteriorat*,SME*,Negative
diffic*,SME*,Negative
diminish,SME*,Negative
discipline*,SME*,Negative
fail*,SME*,Negative
fall*,SME*,Negative
fraud*,SME*,Negative
inefficient,SME*,Negative
insufficient ,SME*,Negative
involuntary,SME*,Negative
irresponsib*,SME*,Negative
low*,SME*,Negative
meager,SME*,Negative
negative,SME*,Negative
problem*,SME*,Negative
restrict*,SME*,Negative
rigid,SME*,Negative
severe,SME*,Negative
shaky ,SME*,Negative
shrink*,SME*,Negative
slim,SME*,Negative
slow,SME*,Negative
small*,SME*,Negative
structural ,SME*,Negative
struggling,SME*,Negative
tight,SME*,Negative
troubl*,SME*,Negative
unbalance*,SME*,Negative
unstable,SME*,Negative
unsustainable,SME*,Negative
urgent*,SME*,Negative
weak*,SME*,Negative
worse*,SME*,Negative
consolidat*,sovereign bond*,Negative
corrupt ,sovereign bond*,Negative
declin*,sovereign bond*,Negative
destabili*,sovereign bond*,Negative
deteriorat*,sovereign bond*,Negative
diffic*,sovereign bond*,Negative
diminish,sovereign bond*,Negative
discipline*,sovereign bond*,Negative
fail*,sovereign bond*,Negative
fall*,sovereign bond*,Negative
fraud*,sovereign bond*,Negative
inefficient,sovereign bond*,Negative
insufficient ,sovereign bond*,Negative
involuntary,sovereign bond*,Negative
irresponsib*,sovereign bond*,Negative
low*,sovereign bond*,Negative
meager,sovereign bond*,Negative
negative,sovereign bond*,Negative
problem*,sovereign bond*,Negative
restrict*,sovereign bond*,Negative
rigid,sovereign bond*,Negative
severe,sovereign bond*,Negative
shaky ,sovereign bond*,Negative
shrink*,sovereign bond*,Negative
slim,sovereign bond*,Negative
slow,sovereign bond*,Negative
small*,sovereign bond*,Negative
structural ,sovereign bond*,Negative
struggling,sovereign bond*,Negative
tight,sovereign bond*,Negative
troubl*,sovereign bond*,Negative
unbalance*,sovereign bond*,Negative
unstable,sovereign bond*,Negative
unsustainable,sovereign bond*,Negative
urgent*,sovereign bond*,Negative
weak*,sovereign bond*,Negative
worse*,sovereign bond*,Negative
consolidat*,spending,Negative
corrupt ,spending,Negative
declin*,spending,Negative
destabili*,spending,Negative
deteriorat*,spending,Negative
diffic*,spending,Negative
diminish,spending,Negative
discipline*,spending,Negative
fail*,spending,Negative
fall*,spending,Negative
fraud*,spending,Negative
inefficient,spending,Negative
insufficient ,spending,Negative
involuntary,spending,Negative
irresponsib*,spending,Negative
low*,spending,Negative
meager,spending,Negative
negative,spending,Negative
problem*,spending,Negative
restrict*,spending,Negative
rigid,spending,Negative
severe,spending,Negative
shaky ,spending,Negative
shrink*,spending,Negative
slim,spending,Negative
slow,spending,Negative
small*,spending,Negative
structural ,spending,Negative
struggling,spending,Negative
tight,spending,Negative
troubl*,spending,Negative
unbalance*,spending,Negative
unstable,spending,Negative
unsustainable,spending,Negative
urgent*,spending,Negative
weak*,spending,Negative
worse*,spending,Negative
consolidat*,state budget ,Negative
corrupt ,state budget ,Negative
declin*,state budget ,Negative
destabili*,state budget ,Negative
deteriorat*,state budget ,Negative
diffic*,state budget ,Negative
diminish,state budget ,Negative
discipline*,state budget ,Negative
fail*,state budget ,Negative
fall*,state budget ,Negative
fraud*,state budget ,Negative
inefficient,state budget ,Negative
insufficient ,state budget ,Negative
involuntary,state budget ,Negative
irresponsib*,state budget ,Negative
low*,state budget ,Negative
meager,state budget ,Negative
negative,state budget ,Negative
problem*,state budget ,Negative
restrict*,state budget ,Negative
rigid,state budget ,Negative
severe,state budget ,Negative
